state_two_letter_code,jurisdiction_name,jurisdiction_type,string_date_MDY,year_of_vote,month_of_vote,did_vote_pass,share_votes_yes,share_votes_no,vote_share_needed_to_pass,vote_margin,total_funds_at_stake,total_funds_approved,total_funds_appr_r2020,conservation_funds_at_stake,conservation_funds_approved,conservation_funds_appr_r2020,finance_mechanism,purpose,description,other_comment,vote_funding_notes,needed_sixty_percent_to_pass,needed_two_thirds_to_pass,gdp_price_deflator
MA,Swansea,Municipal,11/04/08,2008,11,1,62.08970183,37.91029817,50,12.089702,4636460,4636460,5581233,1545487,1545487,1860411.4,Property tax,Open space,"Community Preservation Act, 1.5% property tax surcharge",,,0,0,83.072327
MA,Templeton,Municipal,05/07/07,2007,5,1,54.09836066,45.90163934,50,4.0983605,1885060,1885060,2313498,628353,628353,771165.63,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge",,Initiative petition,0,0,81.480942
MA,Tewksbury,Municipal,04/01/06,2006,4,1,52.62711864,47.37288136,50,2.6271186,8979660,8979660,11316533,2993220,2993220,3772177.5,Property tax,Open space,"Community Preservation Act, 1.5% property tax surcharge",,,0,0,79.349922
MA,Tisbury,Municipal,04-19-2005,2005,4,1,61.19221411,38.80778589,50,11.192214,6951820,6951820,9026457,2317273,2317273,3008818.5,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,Initiative petition,0,0,77.016045
MA,Topsfield,Municipal,05/05/05,2005,5,0,34.22370618,65.77629382,50,-15.776294,6000000,0,0,2000000,0,0,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,Essex County,0,0,77.016045
MA,Truro,Municipal,11/03/98,1998,11,1,58.94736842,41.05263158,50,8.9473686,3203520,3203520,4830094.5,3203520,3202520,4828587,Property tax,"Open space, recreation, trails, watershed protection","Creates regional land bank by 3 percent surcharge on property tax bills for open space, recreation, trails, watershed protection",,,0,0,66.324165
MA,Truro,Municipal,05/10/05,2005,5,1,82.81786942,17.18213058,50,32.817871,4640460,4640460,6025316,1546820,1546820,2008438.6,Property tax,Open space,"Community Preservation Act, 2% property tax surcharge",,Barnstable County,0,0,77.016045
MA,Tyngsborough,Municipal,05/08/01,2001,5,1,66.4331582,33.5668418,50,16.433159,5873451,5873451,8355063.5,1957817,1957817,2785021,Property tax,open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,70.298103
MA,Upton,Municipal,05/05/03,2003,5,1,50.68493151,49.31506849,50,0.68493152,3196380,3196380,4394805,1065460,1065460,1464935,Property tax,open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,72.730873
MA,Wakefield,Municipal,04-24-2001,2001,4,0,43.51332398,56.48667602,50,-6.4866762,4074620,0,0,1358207,0,0,Property tax,Open space,"Community Preservation Act, 1% property tax surcharge",,Initiative petition,0,0,70.298103
MA,Wakefield,Municipal,04-23-2002,2002,4,0,34.79640402,65.20359598,50,-15.203596,5144160,0,0,1714720,0,0,Property tax,open space,"Community Preservation Act, 1% property tax surcharge",,,0,0,71.408875
MA,Walpole,Municipal,11-15-1997,1997,11,1,60.53882726,39.46117274,50,10.538827,7760000,7760000,11831741,7760000,7760000,11831741,Bond,Open space,"Question #1, Proposition 2 1/2 Exemption for Bonds for Open Space",,,0,0,65.586288
MA,Waltham,Municipal,11/06/01,2001,11,0,41.24533424,58.75466576,50,-8.7546654,24405740,0,0,8135247,0,0,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,70.298103
MA,Waltham,Municipal,11/08/05,2005,11,1,50.03228931,49.96771069,50,0.032289311,35000000,35000000,45445076,11666666,11666666,15148358,Property tax,Open space,"Community Preservation Act, 2% property tax surcharge",,Initiative petition,0,0,77.016045
MA,Wareham,Municipal,04/02/02,2002,4,1,74.43070917,25.56929083,50,24.43071,3838680,3838680,5375634.5,1279560,1279560,1791878.1,Property tax,open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,71.408875
MA,Warwick,Municipal,05-21-2012,2012,5,0,38.82352941,61.17647059,50,-11.176471,141696,0,0,47232,0,0,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge",,"Franklin County, Initiative Petition",0,0,88.103073
MA,Watertown,Municipal,11/08/05,2005,11,0,40.79643093,59.20356907,50,-9.2035694,8000000,0,0,2666667,0,0,Property tax,Open space,"Community Preservation Act, 2% property tax surcharge",,Initiative petition,0,0,77.016045
MA,Watertown,Municipal,11/08/16,2016,11,1,59.86263896,40.13736104,50,9.8626394,38179004,38179004,40959124,12726335,12726335,13653041,Property tax,"Open space, recreation","Community Preservation Act, 2% property tax surcharge",,"Middlesex County, citizen petition",0,0,93.212456
MA,Wayland,Municipal,04-24-2001,2001,4,1,57.81618225,42.18381775,50,7.8161821,6794105,6794105,9664706,2264702,2264702,3221569.3,Property tax,Open space,"Community Preservation Act, 1.5% property tax surcharge",,Initiative petition,0,0,70.298103
MA,Wellesley,Municipal,11/05/02,2002,11,1,68.69154635,31.30845365,50,18.691545,9390580,9390580,13150438,3130193,3130193,4383479,Property tax,open space,"Community Preservation Act, 1% property tax surcharge",,,0,0,71.408875
MA,Wellfleet,Municipal,11/03/98,1998,11,1,60.97738877,39.02261123,50,10.977388,200596,200596,302447.84,200596,200596,302447.84,Property tax,"Open space, recreation, watershed protection, trails","Creates Regional Land Bank By 3 Percent Surcharge on Property Tax Bills for Open Space, Recreation, Watershed Protection, Trails",,,0,0,66.324165
MA,Wellfleet,Municipal,05/02/05,2005,5,1,72.34782609,27.65217391,50,22.347826,5800700,5800700,7531807,1933567,1933567,2510602.8,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,77.016045
MA,Wenham,Municipal,05/07/05,2005,5,1,77.24550898,22.75449102,50,27.245508,4000000,4000000,5193723,1333333,1333333,1731240.5,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,Essex County ,0,0,77.016045
MA,West Boylston,Municipal,04/03/07,2007,4,1,50.42424242,49.57575758,50,0.42424244,3108780,3108780,3815346.3,1036260,1036260,1271782,Property tax,Open space,"Community Preservation Act, 2% property tax surcharge",,Initiative petition,0,0,81.480942
MA,West Bridgewater,Municipal,04/12/08,2008,4,1,60.69730586,39.30269414,50,10.697306,2203640,2203640,2652676.5,734547,734547,884225.88,Property tax,Open space,"Community Preservation Act, 1% property tax surcharge",,,0,0,83.072327
MA,West Newbury,Municipal,05/01/06,2006,5,1,56.87203791,43.12796209,50,6.8720379,3433540,3433540,4327087,1144513,1144513,1442361.9,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,79.349922
MA,West Springfield,Municipal,11/04/08,2008,11,1,55.09924083,44.90075917,50,5.0992408,7140840,7140840,8595931,2380280,2380280,2865310.5,Property tax,Open space,"Community Preservation Act, 1% property tax surcharge",,,0,0,83.072327
MA,West Stockbridge,Municipal,06-29-2020,2020,6,1,78.97897898,21.02102102,50,28.978979,1427577,1427577,1427577,475859,475859,475859,Property tax,"Open space, recration","Community Preservation Act, 2% property tax surcharge",,"Berkshire County, Town election postponed from 5/4 to 6/29",0,0,100
MA,West Tisbury,Municipal,04/12/01,2001,4,0,44.69565217,55.30434783,50,-5.304348,5292340,0,0,1764113,0,0,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,70.298103
MA,West Tisbury,Municipal,04-14-2005,2005,4,1,53.34346505,46.65653495,50,3.3434651,4743540,4743540,6159158,1581180,1581180,2053052.8,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,Initiative petition,0,0,77.016045
MA,Westfield,Municipal,11/05/02,2002,11,1,50.19534568,49.80465432,50,0.19534567,3531760,3531760,4945828,1177253,1177253,1648608.9,Property tax,open space,"Community Preservation Act, 1% property tax surcharge",,,0,0,71.408875
MA,Westford,Municipal,05/01/01,2001,5,1,64.6778043,35.3221957,50,14.677804,16351919,16351919,23260826,5450639,5450639,7753607.5,Property tax,open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,70.298103
MA,Westford,Municipal,01/09/07,2007,1,0,38.4213581,61.5786419,50,-11.578642,7600000,0,0,7600000,0,0,Bond,"Open space, forest, trails",Proposition 2 1/2 override to enable the purchase of Graniteville Woods,,"Debt exclusion, Special Town Election",0,0,81.480942
MA,Westhampton,Municipal,06/02/01,2001,6,0,47.57575758,52.42424242,50,-2.4242425,511080,0,0,170360,0,0,Property tax,Open space,"Community Preservation Act, 1% property tax surcharge",,,0,0,70.298103
MA,Westhampton,Municipal,11/06/12,2012,11,0,46.21513944,53.78486056,50,-3.7848606,1446707,0,0,482256,0,0,Property tax,"Open space, recreation","Community Preservation Act, 3% property tax surcharge",,Hampshire County,0,0,88.103073
MA,Weston,Municipal,05/05/01,2001,5,1,65.83629893,34.16370107,50,15.836299,14649561,14649561,20839198,4883187,4883187,6946399.5,Property tax,open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,70.298103
MA,Westport,Municipal,03/11/02,2002,3,1,65.28772209,34.71227791,50,15.287722,5348940,5348940,7490581.5,1782980,1782980,2496860.5,Property tax,open space,"Community Preservation Act, 2% property tax surcharge",,,0,0,71.408875
MA,Westport,Municipal,06-27-2006,2006,6,1,53.75461633,46.24538367,50,3.7546163,1500000,1500000,1890361,1500000,1500000,1890361,Bond,"Open space, farmland, recreation",Renewal of agricultural and open space preservation fund,,Proposition 2 1/2 override,0,0,79.349922
MA,Westwood,Municipal,04-30-2001,2001,4,0,42.68152132,57.31847868,50,-7.3184786,16539400,0,0,5513133,0,0,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,Initiative petition,0,0,70.298103
MA,Weymouth,Municipal,11/08/05,2005,11,1,50.69857313,49.30142687,50,0.69857311,9000000,9000000,11685877,3000000,3000000,3895292.3,Property tax,Open space,"Community Preservation Act, 1% property tax surcharge",,,0,0,77.016045
MA,Whately,Municipal,11/04/08,2008,11,1,60.12658228,39.87341772,50,10.126582,1395400,1395400,1679741.1,465133,465133,559913.31,Property tax,Open space,"Community Preservation Act, 3% property tax surcharge",,,0,0,83.072327
MA,Whitman,Municipal,05-18-2002,2002,5,0,42.17470428,57.82529572,50,-7.8252959,2886000,0,0,962000,0,0,Property tax,open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,71.408875
MA,Whitman,Municipal,11/03/20,2020,11,1,56.64860872,43.35139128,50,6.6486087,3732553,3732553,3732553,1244184,1244184,1244184,Property tax,"Open space, recreation","Community Preservation Act, 1% property tax surcharge",,Plymouth County,0,0,100
MA,Wilbraham,Municipal,05/11/02,2002,5,0,33.79872019,66.20127981,50,-16.201281,5583520,0,0,1861173,0,0,Property tax,open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,71.408875
MA,Wilbraham,Municipal,11/02/04,2004,11,1,58.56648015,41.43351985,50,8.5664797,3540000,3540000,4739682.5,1179999,1179000,1578555.4,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,Initiative petition,0,0,74.688545
MA,Williamstown,Municipal,05-14-2002,2002,5,1,54.7979798,45.2020202,50,4.7979798,2057160,2057160,2880818.5,685720,685720,960272.81,Property tax,open space,"Community Preservation Act, 2% property tax surcharge",,,0,0,71.408875
MA,Winchester,Municipal,03-27-2007,2007,3,0,44.74007368,55.25992632,50,-5.2599263,13384980,0,0,4461660,0,0,Property tax,Open space,"Community Preservation Act, 1.5% property tax surcharge",,,0,0,81.480942
MA,Winchester,Municipal,03-13-2007,2007,3,1,78.8003663,21.1996337,50,28.800365,13600000,13600000,16691020,13600000,13600000,16691020,Bond,"Open space, farmland",Hamilton farm debt exclusion,,Special Town Election.  Debt Exclusion,0,0,81.480942
MA,Winthrop,Municipal,05/07/01,2001,5,0,45.57277255,54.42722745,50,-4.4272275,6798460,0,0,2266153,0,0,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,Initiative petition,0,0,70.298103
MA,Woburn,Municipal,11/06/01,2001,11,0,33.62884161,66.37115839,50,-16.371159,14398120,0,0,4799373,0,0,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",,,0,0,70.298103
MA,Woburn,Municipal,11/04/14,2014,11,0,49.46676289,50.53323711,50,-0.5332371,13806785,0,0,4602262,0,0,Property tax,"Open space, recreation","Community Preservation Act, 1% property tax surcharge",,Middlesex County,0,0,91.304337
MA,Woburn,Municipal,11/03/15,2015,11,0,34.3930131,65.6069869,50,-15.606987,15333033,0,0,5111011,0,0,Property tax,"Open space, recreation","Community Preservation Act, 1% property tax surcharge",,"Middlesex County, Question 1",0,0,92.258728
MA,Worthington,Municipal,05/03/08,2008,5,0,32.22222222,67.77777778,50,-17.777779,723480,0,0,241160,0,0,Property tax,Open space,"Community Preservation Act, 3% property tax surcharge",,,0,0,83.072327
MA,Wrentham,Municipal,04/03/06,2006,4,0,44.18367347,55.81632653,50,-5.8163266,5400000,0,0,1800000,0,0,Property tax,Open space,"Community Preservation Act, 2% property tax surcharge",,Initiative petition,0,0,79.349922
MA,Wrentham,Municipal,11/07/06,2006,11,0,47.36363636,52.63636364,50,-2.6363637,6268540,0,0,2089513,0,0,Property tax,Open space,"Community Preservation Act, 2% property tax surcharge",,,0,0,79.349922
MA,Wrentham,Municipal,11/08/16,2016,11,1,68.44129866,31.55870134,50,18.441299,4690632,4690632,5032194.5,1563544,1563544,1677398.1,Property tax,"Open space, recreation","Community Preservation Act, 1% property tax surcharge",,"Norfolk County, citizen petition",0,0,93.212456
MA,Yarmouth,Municipal,11/03/98,1998,11,1,53.45220406,46.54779594,50,3.452204,840429,840429,1267153.5,840429,840429,1267153.5,Property tax,"Open space, watershed protection, recreation, trails","Creates regional land bank by 3 percent surcharge on property tax bills for open space, Recreation, Trails, Watershed Protection",,,0,0,66.324165
MA,Yarmouth,Municipal,05/02/05,2005,5,1,80.08940853,19.91059147,50,30.089409,21515980,21515980,27937010,7171993,7171993,9312336,Property tax,Open space,"Community Preservation Act,  3% property tax surcharge ",, Barnstable County,0,0,77.016045
MD,Baltimore County,County,11/08/94,1994,11,1,64.74151235,35.25848765,50,14.741512,500000,500000,806271.06,500000,500000,806271.06,Bond,Farmland,Bond to purchase farmland for agricultural preservation,,,0,0,62.013885
MD,Baltimore County,County,11/05/96,1996,11,1,66.21706489,33.78293511,50,16.217066,1000000,1000000,1551013.4,1000000,1000000,1551013.4,Bond,Farmland,"Question J, Bond for Farmland",,,0,0,64.473976
MD,Baltimore County,County,11/03/98,1998,11,1,71.43813545,28.56186455,50,21.438135,3000000,3000000,4523238,3000000,3000000,4523238,Bond,Open space,"Question I, Bond for land preservation projects, open space",,,0,0,66.324165
MD,Baltimore County,County,11/07/00,2000,11,1,73.10862975,26.89137025,50,23.108629,2000000,2000000,2907577.3,2000000,2000000,2907577.3,Bond,"Open space, farmland",Bond to purchase farmland and open space,,,0,0,68.785789
MD,Baltimore County,County,11/05/02,2002,11,1,72.93855666,27.06144334,50,22.938557,4500000,4500000,6301737.5,4500000,4500000,6301737.5,Bond,Farmland,Question J; bond to purchase farmland development easements,,,0,0,71.408875
MD,Baltimore County,County,11/02/04,2004,11,1,73.16718568,26.83281432,50,23.167185,3777000,3777000,5057000.5,3777000,3777000,5057000.5,Bond,Farmland,Bond for agricultural and rural land preservation,,,0,0,74.688545
MD,Baltimore County,County,11/07/06,2006,11,1,76.66896611,23.33103389,50,26.668966,6000000,6000000,7561444,6000000,6000000,7561444,Bond,Farmland,Bond for agricultural and rural land preservation,,,0,0,79.349922
MD,Baltimore County,County,11/04/08,2008,11,1,67.68364673,32.31635327,50,17.683647,6000000,6000000,7222622,6000000,6000000,7222622,Bond,Farmland,Bond for agricultural and rural land preservation,,,0,0,83.072327
MD,Baltimore County,County,11/02/10,2010,11,1,63.71162161,36.28837839,50,13.711621,5000000,5000000,5904996.5,5000000,5000000,5904996.5,Bond,Farmland,Bond for agricultural and rural land preservation,,,0,0,84.674057
MD,Baltimore County,County,11/06/12,2012,11,1,68.1327066,31.8672934,50,18.132706,1000000,1000000,1135034.1,1000000,1000000,1135034.1,Bond,Farmland,Bond for agricultural and rural land preservation,,,0,0,88.103073
MD,Baltimore County,County,11/04/14,2014,11,1,67.22299432,32.77700568,50,17.222994,2000000,2000000,2190476.5,2000000,2000000,2190476.5,Bond,Farmland,Bond for agricultural and rural land preservation,,,0,0,91.304337
MD,Baltimore County,County,11/08/16,2016,11,1,67.59874101,32.40125899,50,17.598742,2000000,2000000,2145636,2000000,2000000,2145636,Bond,Farmland,Bond for land preservation,,Measure I,0,0,93.212456
MD,Baltimore County,County,11/06/18,2018,11,1,72.42748925,27.57251075,50,22.427488,2000000,2000000,2055920.9,2000000,2000000,2055920.9,Bond,"Open space, farmland",Bond for agricultural and rural land preservation,,Question H,0,0,97.280006
MD,Baltimore County,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100
MD,Greenbelt,Municipal,06-27-1989,1989,6,1,77.35368957,22.64631043,50,27.353689,1000000,1000000,1849470.4,250000,250000,462367.59,Bond,Parks,Bond for financing the cost of developing and improving Schrom Hills Park,,,0,0,54.069534
MD,Harford County,County,11/03/92,1992,11,1,69.7348002,30.2651998,50,19.7348,70000000,70000000,118020944,70000000,70000000,118020944,Real estate transfer tax,Farmland,Transfer tax to preserve farmland through the purchase of conservation easements,,,0,0,59.311508
ME,Falmouth,Municipal,06/10/97,1997,6,1,76.24882187,23.75117813,50,26.248821,1000000,1000000,1524708.9,1000000,1000000,1524708.9,Bond,"Recreation, open space","Question 2, Bond for Recreation, Open Space",,,0,0,65.586288
ME,Falmouth,Municipal,11/06/01,2001,11,1,72.86245353,27.13754647,50,22.862453,1500000,1500000,2133770.3,1500000,1500000,2133770.3,Bond,open space,Special Referendum; Bond for land acquisition and open space preservation,,,0,0,70.298103
ME,Falmouth,Municipal,11/06/07,2007,11,1,69.41783346,30.58216654,50,19.417833,5000000,5000000,6136404.5,5000000,5000000,6136404.5,Bond,Open space,Bond for the preservation of open space,,Question 1,0,0,81.480942
ME,Freeport,Municipal,11/05/96,1996,11,1,50.23148148,49.76851852,50,0.23148148,450000,450000,697956,450000,450000,697956,Bond,recreation,Bond for Specified Land Parcel for Recreation,,,0,0,64.473976
ME,Freeport,Municipal,06-13-2000,2000,6,1,63.23792487,36.76207513,50,13.237925,500000,500000,726894.31,500000,500000,726894.31,Bond,"open space, wildlife habitat, farmland","Bond issue to fund town land bank for acquisition of open space, wildlife habitat and farmland preservation",,,0,0,68.785789
ME,Kennebunk,Municipal,11/06/18,2018,11,1,66.48748272,33.51251728,50,16.487482,100000,100000,102796.05,100000,100000,102796.05,Other,"Open space, recreation, trails, forest",Funding for 72-acre conservation easement on Hope Woods,General fund appropriation,,0,0,97.280006
ME,Kittery,Municipal,06/11/13,2013,6,1,84.83412322,15.16587678,50,34.834122,150000,150000,167322.75,150000,150000,167322.75,Bond,"Open space, farmland, recreation, wildlife habitat",Bond for the purchase of 300-acre Rustlewood Farm,,,0,0,89.647102
ME,Maine,State,11/01/91,1991,11,0,42.89650225,57.10349775,50,-7.103498,5000000,0,0,5000000,0,0,Bond,"Recreation, open space, wildlife habitat",Bond for purchasing land ,,,0,0,57.991707
ME,Maine,State,11/02/99,1999,11,1,68.65686151,31.34313849,50,18.656862,50000000,50000000,74314968,50000000,50000000,74314968,Bond,"Open space, recreation, watershed protection, farmland, wildlife habitat","Question 7, Bond for open space, water access, recreation, wildlife habitat, farmland, easements",,,0,0,67.281197
ME,Maine,State,11/08/05,2005,11,1,64.8778329,35.1221671,50,14.877833,12000000,12000000,15581169,12000000,12000000,15581169,Bond,"Farmland, watershed protection, wildlife habitat","Bond to purchase land to protect water fronts, habitat, and farmland",,,0,0,77.016045
ME,Maine,State,11/06/07,2007,11,1,63.09355522,36.90644478,50,13.093555,35500000,35500000,43568472,17000000,17000000,20863774,Bond,"Open space, farmland, watershed protection, wildlife",Bond for the Land for Maine's Future program,,Question 4,0,0,81.480942
ME,Maine,State,11/02/10,2010,11,1,59.36655452,40.63344548,50,9.3665543,9750000,9750000,11514743,9750000,9750000,11514743,Bond,"Open space, farmland, watershed protection",Bond for the Land for Maine's Future program,,Question 3,0,0,84.674057
ME,Maine,State,11/06/12,2012,11,1,60.76088471,39.23911529,50,10.760884,5000000,5000000,5675171,5000000,5000000,5675171,Bond,"Open space, wildlife habitat, watershed protection, farmland",Bond for the Land for Maine's Future program,,Question 3,0,0,88.103073
ME,Ogunquit,Municipal,11/03/20,2020,11,1,87.57455268,12.42544732,50,37.574554,300000,300000,300000,300000,300000,300000,Bond,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","Appropriation for purchase of 157 acre ""Old Boston Farm""""",with Town appropriation,Article 10,0,0,100
ME,Saco,Municipal,11/05/02,2002,11,1,67.51412429,32.48587571,50,17.514124,1500000,1500000,2100579.3,1500000,1500000,2100579.3,Bond,"parks, recreation","Question 2, bond for parks,recreation",,,0,0,71.408875
ME,Scarborough,Municipal,11/07/00,2000,11,1,74.9916304,25.0083696,50,24.991631,1500000,1500000,2180683,1500000,1500000,2180683,Bond,"Parks, open space",Bond for parks and land conservation,,,0,0,68.785789
ME,Scarborough,Municipal,11/04/03,2003,11,1,71.10134505,28.89865495,50,21.101345,2500000,2500000,3437329.8,2500000,2500000,3437329.8,Bond,"open space, recreation","Bond for natural areas, environmentally sensitive areas, recreation",,,0,0,72.730873
ME,Scarborough,Municipal,11/03/09,2009,11,1,67.60758908,32.39241092,50,17.60759,1000000,1000000,1194723.4,1000000,1000000,1194723.4,Bond,"Recreation, habitat, open space",Bond for the conservation of natural areas,,,0,0,83.701385
ME,Scarborough,Municipal,11/05/19,2019,11,1,57.95601552,42.04398448,50,7.9560156,2500000,2500000,2525814,2500000,2500000,2525814,Bond,"Open space, parks, wildlife habitat, watershed protection, trails, recreation",Bond for land preservation,,,0,0,98.977997
ME,Windham,Municipal,11/03/09,2009,11,0,47.37236113,52.62763887,50,-2.6276388,1000000,0,0,1000000,0,0,Bond,"Farmland, forest",Bond for the preservation of Clark Farm,,,0,0,83.701385
ME,York,Municipal,11/04/03,2003,11,1,68.72022343,31.27977657,50,18.720224,,,,,,,Other,open space,"Advisory measure to dedicate funds for land acquisition, conservation easements",Advisory measure,,0,0,72.730873
ME,York,Municipal,05-19-2012,2012,5,1,72.88135593,27.11864407,50,22.881355,300000,300000,340510.25,300000,300000,340510.25,Bond,Open space,Bond for purchase of 10 acre open space parcel,,Budget Referendum Article 42,0,0,88.103073
ME,York,Municipal,11/05/19,2019,11,0,46.95420187,53.04579813,50,-3.0457981,7500000,0,0,7500000,0,0,Bond,Open space,Bond for acquisition of land for conservation,,Question 8,0,0,98.977997
MI,Acme Township,Municipal,11/02/04,2004,11,1,55.54725439,44.45274561,50,5.5472546,2554320,2554320,3419962.3,2554320,2554320,3419962.3,Property tax,"Open space, farmland","10-year, 1 mill property tax increase for agricultural conservation, open space, and farmland acquisition",,,0,0,74.688545
MI,Acme Township,Municipal,11/04/14,2014,11,1,56.73534073,43.26465927,50,6.7353406,2180160,2180160,2387794.5,2180160,2180160,2387794.5,Property tax,"Open space, farmland, watershed protection, wildlife habitat","10-year, .73 mill property tax increase for natural area conservation, open space, and farmland acquisition",,Grand Traverse County,0,0,91.304337
MI,Ada Township,Municipal,11/05/02,2002,11,1,52.23232741,47.76767259,50,2.2323275,3871260,3871260,5421259,2250000,2250000,3150868.8,Property tax,"parks, open space","15-year, .4 mill property tax increase for parks and open space",,,0,0,71.408875
MI,Ada Township,Municipal,08/02/16,2016,8,1,69.87480438,30.12519562,50,19.874804,6122770,6122770,6568618,3061385,3061385,3284309,Property tax,"Open space, recreation, parks, trails","10-year, .65 mill property tax to provide funds for parks, recreation, and land preservation",,Kent County,0,0,93.212456
MI,Ann Arbor,Municipal,11/02/99,1999,11,1,64.83505946,35.16494054,50,14.835059,7600535,7600535,11296670,7600535,7600535,11296670,Property tax,Parks,"Ann Arbor City Charter Amendment, 5-year, .5 mill property tax increase for parks",,,0,0,67.281197
MI,Ann Arbor,Municipal,11/04/03,2003,11,1,67.3638809,32.6361191,50,17.36388,57525000,57525000,79092960,57525000,57525000,79092960,Property tax,"parks, open space, wildlife habitat, watershed protection","Proposal B: Charter Amendment, 30-year, .5 mill property tax extension for parkland, open space, natural habitats, sourcewater, easements",,,0,0,72.730873
MI,Ann Arbor Township,Municipal,11/04/03,2003,11,1,76.96301103,23.03698897,50,26.963011,5561600,5561600,7646821.5,5561600,5561600,7646821.5,Property tax,"farmland, open space","20-year, .7 mill property tax for farmland development rights, open space",,,0,0,72.730873
MI,Augusta Charter Township,Municipal,02-22-2005,2005,2,0,42.47619048,57.52380952,50,-7.5238094,418070,0,0,418070,0,0,Property tax,"Open space, watershed protection, wildlife habitat, farmland","5-year, .50 mill property tax increase for the permanent preservation of farmland, open space, wildlife habitat, and water quality",,Washtenaw County,0,0,77.016045
MI,Augusta Charter Township,Municipal,08/07/12,2012,8,0,46.91099476,53.08900524,50,-3.0890052,200160,0,0,200160,0,0,Property tax,"Farmland, open space","10-year, .10 mill property tax increase for the preservation of farmland and open space",,Washtenaw County,0,0,88.103073
MI,Augusta Charter Township,Municipal,08/02/16,2016,8,1,50.50412466,49.49587534,50,0.50412464,201075,201075,215716.88,201075,201075,215716.88,Property tax,"Open space, recreation, parks, trails, wildlife habitat, watershed protection, farmland","10-year, .1 mill property tax increase for land preservation",,Washtenaw  County,0,0,93.212456
MI,Berlin Charter Township,Municipal,02-22-2005,2005,2,0,22.09842154,77.90157846,50,-27.901579,2312260,0,0,2312260,0,0,Property tax,"Open space, farmland","10-year, 1 mill property tax increase for a purchase of development rights program to preserve farmland and open space",,Monroe County,0,0,77.016045
MI,Birmingham,Municipal,11/06/01,2001,11,1,57.95288722,42.04711278,50,7.9528871,25000000,25000000,35562836,25000000,25000000,35562836,Bond,"parks, recreation","Parks and Recreation Bond; Bond for parks and recreation, including land acquisition",,,0,0,70.298103
MI,Bridgewater Township,Municipal,11/02/04,2004,11,0,45.59710495,54.40289505,50,-4.402895,90000,0,0,90000,0,0,Property tax,Open space and farmland,"Proposal F, 5-year, Purchase of Development Rights Tax of .25 mill for open space and farmland",,Washtenaw County,0,0,74.688545
MI,Brownstown Township,Municipal,11/02/04,2004,11,0,42.66560114,57.33439886,50,-7.3343987,850348,0,0,850348,0,0,Property tax,"Open space, parks","2-year, .5 mill property tax to fund the acquisition of open space and parks",,Wayne County,0,0,74.688545
MI,Cascade Township,Municipal,11/04/08,2008,11,1,57.76385725,42.23614275,50,7.7638574,6860000,6860000,8257864.5,6860000,6860000,8257864.5,Property tax,"Open space, parks","20-year, .23 mill property tax for open space preservation",,Kent County,0,0,83.072327
MI,Charter Township of Meridian,Municipal,11/03/20,2020,11,1,76.34733084,23.65266916,50,26.34733,18685880,18685880,18685880,18685880,18685880,18685880,Property tax,"Open space, farmland, wildlife habitat","10-year, renewal and reduction of .33 mill levy to .1 mills for land preservation",,Ingham County,0,0,100
MI,Charter Township of Oakland,Municipal,09/11/01,2001,9,1,60.31108881,39.68891119,50,10.311089,5722500,5722500,8140333.5,5722500,5722500,8140333.5,Property tax,Open space,"10-year, 0.75 mill property tax increase for land acquisition and protection of natural habitat",,,0,0,70.298103
MI,Charter Township of Oakland,Municipal,08/08/06,2006,8,1,66.02400873,33.97599127,50,16.024008,11128010,11128010,14023971,11128010,11128010,14023971,Property tax,"Open space, wildlife habitat","10-year, renewal of 1 mill land preservation levy",,,0,0,79.349922
MI,Charter Township of Oakland,Municipal,11/06/18,2018,11,1,68.53389385,31.46610615,50,18.533894,9243180,9243180,9501624,9243180,9243180,9501624,Property tax,"Open space, recreation, parks, wildlife habitat, watershed protection","10-year, renewal of  .6310 mill property tax for land preservation",,Oakland County,0,0,97.280006
