state_two_letter_code,jurisdiction_name,jurisdiction_type,string_date_MDY,year_of_vote,month_of_vote,did_vote_pass,share_votes_yes,share_votes_no,vote_share_needed_to_pass,vote_margin,total_funds_at_stake,total_funds_approved,total_funds_appr_r2020,conservation_funds_at_stake,conservation_funds_approved,conservation_funds_appr_r2020,finance_mechanism,purpose,description,other_comment,vote_funding_notes,needed_sixty_percent_to_pass,needed_two_thirds_to_pass,gdp_price_deflator,GeoFIPS,region_number,income,Pop,GeoFIPS_0,precipitation_avg,office,candidate,party,candidatevotes,totalvotes,version,fair_market_r_0rooms,fair_market_r_1rooms,fair_market_r_3rooms,fair_market_r_4rooms
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,78059,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,63878,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,23728,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11210,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,GREEN,562,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,GREEN,291,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,GREEN,497,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,GREEN,404,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,GREEN,66,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1549,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,758,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1326,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1168,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,126,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,OTHER,1408,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,OTHER,605,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,OTHER,848,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,OTHER,623,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,OTHER,OTHER,90,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,26841,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16954,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,66437,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,31927,414932,20220315,897,1105,1781,2037
MD,Baltimore,County,11/03/20,2020,11,1,73.14401623,26.85598377,50,23.144016,4000000,4000000,4000000,4000000,4000000,4000000,Bond,Farmland,Bond for farmland preservation,,Question H,0,0,100,24005,2,54480535,853325,24005,4.359166666666667,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4043,414932,20220315,897,1105,1781,2037
MD,Harford,County,11/03/92,1992,11,1,69.7348002,30.2651998,50,19.7348,70000000,70000000,118020944,70000000,70000000,118020944,Real estate transfer tax,Farmland,Transfer tax to preserve farmland through the purchase of conservation easements,,,0,0,59.311508,24025,2,4248041,194334,24025,3.3691666666666666,NA,NA,NA,NA,NA,NA,398,485,714,800
MI,Ingham,County,08/05/08,2008,8,1,50.31668321,49.68331679,50,0.3166832,10563230,10563230,12715703,10563230,10563230,12715703,Property tax,"Open space, wildlife habitat, farmland, watershed protection","10-year, .1400 mill property tax increase to protect farmland, wildlife habitat, and other natural areas",,,0,0,83.072327,26065,3,9104030,281315,26065,3.395,US PRESIDENT,BARACK OBAMA,DEMOCRAT,93994,142729,20220315,550,597,936,1015
MI,Ingham,County,08/05/08,2008,8,1,50.31668321,49.68331679,50,0.3166832,10563230,10563230,12715703,10563230,10563230,12715703,Property tax,"Open space, wildlife habitat, farmland, watershed protection","10-year, .1400 mill property tax increase to protect farmland, wildlife habitat, and other natural areas",,,0,0,83.072327,26065,3,9104030,281315,26065,3.395,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,46483,142729,20220315,550,597,936,1015
MI,Ingham,County,08/05/08,2008,8,1,50.31668321,49.68331679,50,0.3166832,10563230,10563230,12715703,10563230,10563230,12715703,Property tax,"Open space, wildlife habitat, farmland, watershed protection","10-year, .1400 mill property tax increase to protect farmland, wildlife habitat, and other natural areas",,,0,0,83.072327,26065,3,9104030,281315,26065,3.395,US PRESIDENT,OTHER,OTHER,2252,142729,20220315,550,597,936,1015
MI,Ingham,County,11/06/18,2018,11,1,72.03386031,27.96613969,50,22.033861,10360590,10360590,10650277,10360590,10360590,10650277,Property tax,"Open space, recreation, farmland, wildlife habitat, watershed protection, greenways, trails, parks","10-year, continuation of .14 mill property tax for farmland preservation",,,0,0,97.280006,26065,3,11534679,286395,26065,3.2491666666666665,NA,NA,NA,NA,NA,NA,583,690,1143,1313
MI,Lapeer,County,08/08/06,2006,8,0,41.35637281,58.64362719,50,-8.6436272,13600000,0,0,13600000,0,0,Property tax,"Farmland, parks","8-year, .6 mill property tax to begin a purchase of development rights program",,,0,0,79.349922,26087,3,2770631,91691,26087,3.435,NA,NA,NA,NA,NA,NA,565,644,921,949
MI,Leelanau,County,11/07/06,2006,11,0,37.86142002,62.13857998,50,-12.13858,14974500,0,0,14974500,0,0,Property tax,Farmland,"15-year, .5 mill property tax for farmland preservation",,,0,0,79.349922,26089,3,849903,21818,26089,2.6833333333333336,NA,NA,NA,NA,NA,NA,544,545,824,848
MI,Oakland,County,08/03/10,2010,8,1,76.46148645,23.53851355,50,26.461487,109000000,109000000,128728920,20000000,20000000,23619986,Property tax,"Parks, trails, recreation","10-year, .2415 mill levy for operating, maintaining and acquiring parks and recreation areas",,,0,0,84.674057,26125,3,60359767,1203569,26125,2.481666666666667,NA,NA,NA,NA,NA,NA,584,665,952,981
MI,Ottawa,County,11/05/96,1996,11,1,53.53434574,46.46565426,50,3.5343456,16500000,16500000,25591720,16500000,16500000,25591720,Property tax,"Open space, parks","10-year, .33 park millage extension for parks, recreation and open space",,,0,0,64.473976,26139,3,5499734,218169,26139,2.5108333333333333,NA,NA,NA,NA,NA,NA,368,430,658,735
MI,Ottawa,County,08/08/06,2006,8,1,67.02769825,32.97230175,50,17.027699,32200000,32200000,40579748,32200000,32200000,40579748,Property tax,"Open space, parks, recreation","10-year, .33 mill extension for parks, recreation and open space",,,0,0,79.349922,26139,3,8562733,258003,26139,3.350833333333333,NA,NA,NA,NA,NA,NA,532,541,898,970
MI,Ottawa,County,08/02/16,2016,8,1,72.26189581,27.73810419,50,22.261896,35000000,35000000,37548628,3325000,3325000,3567119.8,Property tax,"Parks, recreation, trails, open space","10-year, .33 mill extension for parks, recreation and open space",,,0,0,93.212456,26139,3,12707256,284985,26139,3.205,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,44973,142734,20220315,512,647,1024,1028
MI,Ottawa,County,08/02/16,2016,8,1,72.26189581,27.73810419,50,22.261896,35000000,35000000,37548628,3325000,3325000,3567119.8,Property tax,"Parks, recreation, trails, open space","10-year, .33 mill extension for parks, recreation and open space",,,0,0,93.212456,26139,3,12707256,284985,26139,3.205,US PRESIDENT,DONALD TRUMP,REPUBLICAN,88467,142734,20220315,512,647,1024,1028
MI,Ottawa,County,08/02/16,2016,8,1,72.26189581,27.73810419,50,22.261896,35000000,35000000,37548628,3325000,3325000,3567119.8,Property tax,"Parks, recreation, trails, open space","10-year, .33 mill extension for parks, recreation and open space",,,0,0,93.212456,26139,3,12707256,284985,26139,3.205,US PRESIDENT,OTHER,OTHER,9294,142734,20220315,512,647,1024,1028
MI,St. Clair,County,08/03/10,2010,8,1,71.48629601,28.51370399,50,21.486296,19525260,19525260,23059318,4881315,4881315,5764829.5,Property tax,"Parks, recreation, open space","6-year, .4954 mill levy renewal for parks and recreation",,,0,0,84.674057,26147,3,5306024,162713,26147,2.51,NA,NA,NA,NA,NA,NA,584,665,952,981
MI,Washtenaw,County,11/03/98,1998,11,0,42.44889011,57.55110989,50,-7.5511098,35339960,0,0,35339960,0,0,Property tax,"Open space, farmland","10-year, .4 mill property tax levy for open space and farmland acquisition",,,0,0,66.324165,26161,3,10183294,312601,26161,2.6333333333333333,NA,NA,NA,NA,NA,NA,456,552,893,1001
MI,Washtenaw,County,11/07/00,2000,11,1,64.14022541,35.85977459,50,14.140225,25000000,25000000,36344716,25000000,25000000,36344716,Property tax,"open space, wildlife habitat, farmland, watershed protection","10-year, .25 mill, property tax increase for acquisition of environmentally valuable areas and wildlife habitat, water qulity preservation and recreation",,,0,0,68.785789,26161,3,11726150,324372,26161,3.200833333333333,US PRESIDENT,AL GORE,DEMOCRAT,86647,144940,20220315,480,581,940,1054
MI,Washtenaw,County,11/07/00,2000,11,1,64.14022541,35.85977459,50,14.140225,25000000,25000000,36344716,25000000,25000000,36344716,Property tax,"open space, wildlife habitat, farmland, watershed protection","10-year, .25 mill, property tax increase for acquisition of environmentally valuable areas and wildlife habitat, water qulity preservation and recreation",,,0,0,68.785789,26161,3,11726150,324372,26161,3.200833333333333,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,52459,144940,20220315,480,581,940,1054
MI,Washtenaw,County,11/07/00,2000,11,1,64.14022541,35.85977459,50,14.140225,25000000,25000000,36344716,25000000,25000000,36344716,Property tax,"open space, wildlife habitat, farmland, watershed protection","10-year, .25 mill, property tax increase for acquisition of environmentally valuable areas and wildlife habitat, water qulity preservation and recreation",,,0,0,68.785789,26161,3,11726150,324372,26161,3.200833333333333,US PRESIDENT,RALPH NADER,GREEN,4843,144940,20220315,480,581,940,1054
MI,Washtenaw,County,11/07/00,2000,11,1,64.14022541,35.85977459,50,14.140225,25000000,25000000,36344716,25000000,25000000,36344716,Property tax,"open space, wildlife habitat, farmland, watershed protection","10-year, .25 mill, property tax increase for acquisition of environmentally valuable areas and wildlife habitat, water qulity preservation and recreation",,,0,0,68.785789,26161,3,11726150,324372,26161,3.200833333333333,US PRESIDENT,OTHER,OTHER,991,144940,20220315,480,581,940,1054
MI,Washtenaw,County,11/02/10,2010,11,1,57.39863134,42.60136866,50,7.3986316,34920000,34920000,41240496,34920000,34920000,41240496,Property tax,"Open space, wildlife habitat, watershed protection","10-year, renewal of .2409 natural areas millage for land conservation",,,0,0,84.674057,26161,3,15825960,346099,26161,2.7783333333333333,NA,NA,NA,NA,NA,NA,649,728,1115,1147
MI,Washtenaw,County,11/03/20,2020,11,1,72.02983567,27.97016433,50,22.029835,44071960,44071960,44071960,44071960,44071960,44071960,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, .25 mill property tax extension of  county land preservation program",,,0,0,100,26161,3,24021472,371817,26161,2.9066666666666667,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,157136,216418,20220315,900,921,1445,1767
MI,Washtenaw,County,11/03/20,2020,11,1,72.02983567,27.97016433,50,22.029835,44071960,44071960,44071960,44071960,44071960,44071960,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, .25 mill property tax extension of  county land preservation program",,,0,0,100,26161,3,24021472,371817,26161,2.9066666666666667,US PRESIDENT,OTHER,GREEN,651,216418,20220315,900,921,1445,1767
MI,Washtenaw,County,11/03/20,2020,11,1,72.02983567,27.97016433,50,22.029835,44071960,44071960,44071960,44071960,44071960,44071960,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, .25 mill property tax extension of  county land preservation program",,,0,0,100,26161,3,24021472,371817,26161,2.9066666666666667,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1956,216418,20220315,900,921,1445,1767
MI,Washtenaw,County,11/03/20,2020,11,1,72.02983567,27.97016433,50,22.029835,44071960,44071960,44071960,44071960,44071960,44071960,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, .25 mill property tax extension of  county land preservation program",,,0,0,100,26161,3,24021472,371817,26161,2.9066666666666667,US PRESIDENT,OTHER,OTHER,434,216418,20220315,900,921,1445,1767
MI,Washtenaw,County,11/03/20,2020,11,1,72.02983567,27.97016433,50,22.029835,44071960,44071960,44071960,44071960,44071960,44071960,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation","10-year, .25 mill property tax extension of  county land preservation program",,,0,0,100,26161,3,24021472,371817,26161,2.9066666666666667,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,56241,216418,20220315,900,921,1445,1767
MN,Dakota,County,11/05/02,2002,11,1,56.586902,43.413098,50,6.5869021,20000000,20000000,28007724,20000000,20000000,28007724,Bond,"Farmland, open space, watershed protection","Dakota County Farmland Natural Areas Project; Bond to protect farmland, open space, water, and natural areas.",,,0,0,71.408875,27037,4,14366496,368252,27037,3.4566666666666666,NA,NA,NA,NA,NA,NA,524,674,1166,1321
MN,Washington,County,11/07/00,2000,11,0,48.42585337,51.57414663,50,-1.5741466,13025000,0,0,13025000,0,0,Bond,Open space,Bond issue to acquire and manage conservation easements to establish a corridor of green space,,,0,0,68.785789,27163,4,7385010,202686,27163,2.48,US PRESIDENT,AL GORE,DEMOCRAT,49637,107009,20220315,416,535,925,1048
MN,Washington,County,11/07/00,2000,11,0,48.42585337,51.57414663,50,-1.5741466,13025000,0,0,13025000,0,0,Bond,Open space,Bond issue to acquire and manage conservation easements to establish a corridor of green space,,,0,0,68.785789,27163,4,7385010,202686,27163,2.48,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,51502,107009,20220315,416,535,925,1048
MN,Washington,County,11/07/00,2000,11,0,48.42585337,51.57414663,50,-1.5741466,13025000,0,0,13025000,0,0,Bond,Open space,Bond issue to acquire and manage conservation easements to establish a corridor of green space,,,0,0,68.785789,27163,4,7385010,202686,27163,2.48,US PRESIDENT,RALPH NADER,GREEN,4891,107009,20220315,416,535,925,1048
MN,Washington,County,11/07/00,2000,11,0,48.42585337,51.57414663,50,-1.5741466,13025000,0,0,13025000,0,0,Bond,Open space,Bond issue to acquire and manage conservation easements to establish a corridor of green space,,,0,0,68.785789,27163,4,7385010,202686,27163,2.48,US PRESIDENT,OTHER,OTHER,979,107009,20220315,416,535,925,1048
MN,Washington,County,11/07/06,2006,11,1,61.17310671,38.82689329,50,11.173107,20000000,20000000,25204814,20000000,20000000,25204814,Bond,"Open space, watershed protection, parks","Bond to purchase land to protect water quality, wetlands, woodlands, lakes, rivers and streams",,,0,0,79.349922,27163,4,10174470,225091,27163,2.473333333333333,NA,NA,NA,NA,NA,NA,598,705,1119,1258
MO,Greene,County,11/06/01,2001,11,1,59.86677172,40.13322828,50,9.8667717,18700000,18700000,26601002,7480000,7480000,10640401,Sales tax,"parks, trails","0.25% sales tax increase for parks acquisition, development of trails, historic and natural resource preservation and the zoo",,,0,0,70.298103,29077,4,6863401,243305,29077,3.5933333333333333,NA,NA,NA,NA,NA,NA,272,345,616,641
MO,Greene,County,08/08/06,2006,8,1,58.32793039,41.67206961,50,8.3279305,50000000,50000000,63012036,17400000,17400000,21928188,Sales tax,"Open space, parks, recreation, trails, watershed protection","5-year, .25 percent sales tax for park acquisition, recreation facilities, and watershed protection",,,0,0,79.349922,29077,4,8792457,263046,29077,3.0991666666666666,NA,NA,NA,NA,NA,NA,347,410,747,853
MO,Platte,County,08/04/09,2009,8,1,53.98785425,46.01214575,50,3.9878542,76000000,76000000,90798976,10000000,10000000,11947234,Sales tax,"Open space, parks, greenways, trails","10-year, .5 percent sales tax renewal for local parks including land acquisition",,,0,0,83.701385,29165,4,4046954,88219,29165,3.7983333333333333,NA,NA,NA,NA,NA,NA,573,689,1070,1126
MO,St. Charles,County,11/07/00,2000,11,1,56.7093366,43.2906634,50,6.7093368,60000000,60000000,87227320,60000000,60000000,87227320,Sales tax,"Parks, recreation, trails",Sales tax increase to create Metro-East Park and Recreation District and acquire park land,,,0,0,68.785789,29183,4,8603034,286218,29183,3.339166666666667,US PRESIDENT,AL GORE,DEMOCRAT,53806,128686,20220315,323,393,664,734
MO,St. Charles,County,11/07/00,2000,11,1,56.7093366,43.2906634,50,6.7093368,60000000,60000000,87227320,60000000,60000000,87227320,Sales tax,"Parks, recreation, trails",Sales tax increase to create Metro-East Park and Recreation District and acquire park land,,,0,0,68.785789,29183,4,8603034,286218,29183,3.339166666666667,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,72114,128686,20220315,323,393,664,734
MO,St. Charles,County,11/07/00,2000,11,1,56.7093366,43.2906634,50,6.7093368,60000000,60000000,87227320,60000000,60000000,87227320,Sales tax,"Parks, recreation, trails",Sales tax increase to create Metro-East Park and Recreation District and acquire park land,,,0,0,68.785789,29183,4,8603034,286218,29183,3.339166666666667,US PRESIDENT,RALPH NADER,GREEN,1900,128686,20220315,323,393,664,734
MO,St. Charles,County,11/07/00,2000,11,1,56.7093366,43.2906634,50,6.7093368,60000000,60000000,87227320,60000000,60000000,87227320,Sales tax,"Parks, recreation, trails",Sales tax increase to create Metro-East Park and Recreation District and acquire park land,,,0,0,68.785789,29183,4,8603034,286218,29183,3.339166666666667,US PRESIDENT,OTHER,OTHER,866,128686,20220315,323,393,664,734
MO,St. Louis,County,11/07/00,2000,11,1,69.564245,30.435755,50,19.564245,280000000,280000000,407060832,280000000,280000000,407060832,Sales tax,"Parks, recreation, trails",Sales tax increase to create Metropolitan Park and Recreation District and acquire park land,,,0,0,68.785789,29189,4,41503053,1016178,29189,3.415,US PRESIDENT,AL GORE,DEMOCRAT,250631,486884,20220315,323,393,664,734
MO,St. Louis,County,11/07/00,2000,11,1,69.564245,30.435755,50,19.564245,280000000,280000000,407060832,280000000,280000000,407060832,Sales tax,"Parks, recreation, trails",Sales tax increase to create Metropolitan Park and Recreation District and acquire park land,,,0,0,68.785789,29189,4,41503053,1016178,29189,3.415,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,224689,486884,20220315,323,393,664,734
MO,St. Louis,County,11/07/00,2000,11,1,69.564245,30.435755,50,19.564245,280000000,280000000,407060832,280000000,280000000,407060832,Sales tax,"Parks, recreation, trails",Sales tax increase to create Metropolitan Park and Recreation District and acquire park land,,,0,0,68.785789,29189,4,41503053,1016178,29189,3.415,US PRESIDENT,RALPH NADER,GREEN,8474,486884,20220315,323,393,664,734
MO,St. Louis,County,11/07/00,2000,11,1,69.564245,30.435755,50,19.564245,280000000,280000000,407060832,280000000,280000000,407060832,Sales tax,"Parks, recreation, trails",Sales tax increase to create Metropolitan Park and Recreation District and acquire park land,,,0,0,68.785789,29189,4,41503053,1016178,29189,3.415,US PRESIDENT,OTHER,OTHER,3090,486884,20220315,323,393,664,734
MO,St. Louis,County,04/02/13,2013,4,1,52.93207758,47.06792242,50,2.9320776,498000000,498000000,555511552,11000000,11000000,12270335,Sales tax,"Parks, recreation, trails, greenways","3/16th of one cent sales tax for improvements to the Gateway Arch grounds, and regional parks and trails",,"Proposition P, see corresponding St. Louis City measure, requires passage in St. Louis County and City for tax to be authorized",0,0,89.647102,29189,4,57664016,1003678,29189,3.415,NA,NA,NA,NA,NA,NA,543,643,1081,1227
MT,Cascade,County,11/04/08,2008,11,0,37.40621966,62.59378034,50,-12.593781,3265000,0,0,3265000,0,0,Bond,Open space,Bond to purchase 233 acres on air force base,,,0,0,83.072327,30013,7,2921269,80529,30013,1.5941666666666667,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17664,35396,20220315,376,453,786,946
MT,Cascade,County,11/04/08,2008,11,0,37.40621966,62.59378034,50,-12.593781,3265000,0,0,3265000,0,0,Bond,Open space,Bond to purchase 233 acres on air force base,,,0,0,83.072327,30013,7,2921269,80529,30013,1.5941666666666667,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,16857,35396,20220315,376,453,786,946
MT,Cascade,County,11/04/08,2008,11,0,37.40621966,62.59378034,50,-12.593781,3265000,0,0,3265000,0,0,Bond,Open space,Bond to purchase 233 acres on air force base,,,0,0,83.072327,30013,7,2921269,80529,30013,1.5941666666666667,US PRESIDENT,OTHER,OTHER,875,35396,20220315,376,453,786,946
MT,Flathead,County,11/04/08,2008,11,0,44.03551411,55.96448589,50,-5.9644861,10000000,0,0,10000000,0,0,Bond,"Open space, watershed protection, wildlife, farmland, recreation, forest","Bond for the protection of natural areas including watersheds, farmland, open space, and wildlife habitat",,,0,0,83.072327,30029,7,3204174,90260,30029,3.033333333333333,US PRESIDENT,BARACK OBAMA,DEMOCRAT,16138,43744,20220315,411,505,896,1099
MT,Flathead,County,11/04/08,2008,11,0,44.03551411,55.96448589,50,-5.9644861,10000000,0,0,10000000,0,0,Bond,"Open space, watershed protection, wildlife, farmland, recreation, forest","Bond for the protection of natural areas including watersheds, farmland, open space, and wildlife habitat",,,0,0,83.072327,30029,7,3204174,90260,30029,3.033333333333333,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,25559,43744,20220315,411,505,896,1099
MT,Flathead,County,11/04/08,2008,11,0,44.03551411,55.96448589,50,-5.9644861,10000000,0,0,10000000,0,0,Bond,"Open space, watershed protection, wildlife, farmland, recreation, forest","Bond for the protection of natural areas including watersheds, farmland, open space, and wildlife habitat",,,0,0,83.072327,30029,7,3204174,90260,30029,3.033333333333333,US PRESIDENT,OTHER,OTHER,2047,43744,20220315,411,505,896,1099
MT,Gallatin,County,11/07/00,2000,11,1,59.42781577,40.57218423,50,9.4278154,10000000,10000000,14537886,10000000,10000000,14537886,Bond,"open space, ranch land, farmland",Bond issue to purchase land and conservation easements,,,0,0,68.785789,30031,7,1726190,68375,30031,1.825,US PRESIDENT,AL GORE,DEMOCRAT,10009,32040,20220315,367,428,738,943
MT,Gallatin,County,11/07/00,2000,11,1,59.42781577,40.57218423,50,9.4278154,10000000,10000000,14537886,10000000,10000000,14537886,Bond,"open space, ranch land, farmland",Bond issue to purchase land and conservation easements,,,0,0,68.785789,30031,7,1726190,68375,30031,1.825,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,18833,32040,20220315,367,428,738,943
